player_id,player_name,team,sources,G,Carries,RuYds,RuTD,Rec,ReYds,ReTD,FumLost,PYds,PTD,INT,NFC_ADP
13794,"Raheem Mostert",LV,clay|cbs|nfl,16,58.7,297,2.7,16.3,118.7,0.3,0.7,0,0,0,246.1
22119,"Kyle Monangai",CHI,clay|cbs|nfl,14.5,28,236.7,2,5,36.3,0,0,0,0,0,250.1
20151,"Sincere McCormick",LV,clay,17,24,101,1,5,31,0,0,0,0,0,250.2
22090,"LeQuint Allen",JAX,clay,17,4,17,0,0,0,0,0,0,0,0,250.6
17966,"Cam Akers",NO,nfl,8,0,40,0,1,6,0,0,0,0,0,255.7
21169,"Kimani Vidal",LAC,clay|nfl,12.5,2,19.5,0,2,15,0,0,0,0,0,256.7
22097,"Jordan James",SF,clay|cbs|nfl,14.5,18,154.3,1.3,3.3,29.3,0,0,0,0,0,257.6
21005,"Jaleel McLaughlin",DEN,clay|nfl,16.5,6.5,110,0.5,6,41.5,0,0.5,0,0,0,257.9
20285,"Sean Tucker",TB,clay|cbs|nfl,16.5,21,206,1.3,5.3,42.7,0.3,0.7,0,0,0,259.4
22083,"Damien Martinez",SEA,clay|nfl,14.5,4.5,97.5,0.5,3,22,0,0,0,0,0,259.6
21134,"Audric Estime",DEN,clay|cbs,17,44.5,187.5,1,2.5,13.5,0,0.5,0,0,0,260.5
18830,"Khalil Herbert",IND,clay|cbs,17,41.5,201.5,1.5,7,36.5,0,0,0,0,0,261.8
18840,"Elijah Mitchell",KC,clay|cbs|nfl,14.5,51.3,265.3,2.3,9.3,52.3,0.3,0,0,0,0,262.2
18772,"Kenneth Gainwell",PIT,clay|cbs|nfl,16.5,38.3,196.7,1.3,14,100,0.3,0.3,0,0,0,263.5
19447,"Dameon Pierce",HST,nfl,16,0,207,2,9,66,0,2,0,0,0,265.6
21161,"Isaiah Davis",NYJ,clay|cbs|nfl,16.5,17.3,146,0.7,5.3,39.3,0,0,0,0,0,271.5
18034,"Antonio Gibson",NE,clay|cbs|nfl,16.5,29,186,0.7,13,105,0.3,0,0,0,0,271.8
22094,"Trevor Etienne",CAR,clay|cbs|nfl,14.5,32,191.3,1.3,10.7,86.3,0.3,0.3,0,0,0,272.9
17046,"Ty Johnson",BUF,clay|cbs|nfl,16.5,35.7,233.7,1,15,170,1.7,0,0,0,0,274
21001,"Emanuel Wilson",GB,clay|cbs|nfl,16.5,13,145.3,1,7.3,53.3,0.3,0.3,0,0,0,274.1
15362,"Samaje Perine",CIN,clay|cbs|nfl,14.5,29,171,1.3,17.3,153.3,1,0.3,0,0,0,274.4
17034,"Devin Singletary",NYG,clay|cbs|nfl,16.5,30,217.3,1.3,8,53,0,0.3,0,0,0,275.1
