player_id,player_name,team,sources,G,Carries,RuYds,RuTD,Rec,ReYds,ReTD,FumLost,PYds,PTD,INT,NFC_ADP
16081,"Lamar Jackson",BLT,clay|cbs|nfl,16.5,92.3,857,3.7,0,0,0,1.7,3822,32.3,8.3,23.5
16074,"Josh Allen",BUF,clay|cbs|nfl,16.5,78,561,10.7,0,0,0,1,3869,29,9.7,24.3
17968,"Joe Burrow",CIN,clay|cbs|nfl,16.5,31.3,182,2.7,0,0,0,1.3,4638,35.3,11,31.2
21126,"Jayden Daniels",WAS,clay|cbs|nfl,16.5,97.3,794.7,6,0,0,0,0.3,3909,27.3,11.3,33.2
17999,"Jalen Hurts",PHI,clay|cbs|nfl,16.5,105,656.3,13.3,0,0,0,1.3,3509.3,24,9.3,39.4
15234,"Patrick Mahomes",KC,clay|cbs|nfl,16.5,48,346.7,2.7,0,0,0,0.7,4283.3,31,12,59.8
16069,"Baker Mayfield",TB,clay|cbs|nfl,16.5,41,292.3,2.7,0,0,0,1,4156.7,33,15,68
20299,"Bo Nix",DEN,clay|cbs|nfl,16.5,58.3,426,4,0,0,0,0,3772.3,27.3,11.7,76.2
14748,"Jared Goff",DET,clay|cbs|nfl,16.5,22,62,0.7,0,0,0,0.7,4343,28.7,11.7,90
14553,"Dak Prescott",DAL,clay|cbs|nfl,16.5,30.7,183.7,2,0,0,0,0.7,4310.7,28.3,13,92.1
17009,"Kyler Murray",ARZ,clay|cbs|nfl,16.5,57.3,575.7,5,0,0,0,1.3,3780.3,24.3,11,92.4
21124,"Caleb Williams",CHI,clay|cbs|nfl,16.5,54,468.7,2,0,0,0,1.7,3791.3,24.7,11,98
19742,"Brock Purdy",SF,clay|cbs|nfl,16.5,41,274,4.3,0,0,0,1,4400,26.7,12.7,101
17976,"Justin Herbert",LAC,clay|cbs|nfl,16.5,42.3,254.3,2.7,0,0,0,0.7,3928.7,25.3,9.3,108.9
18783,"Justin Fields",NYJ,clay|cbs|nfl,16,87.7,766.3,6.7,0,0,0,0.3,3276.3,18.7,11,110.4
21125,"Drake Maye",NE,clay|cbs|nfl,16.5,51.7,526.7,3,0,0,0,1.7,3614.3,24,13.3,113.6
17997,"Jordan Love",GB,clay|cbs|nfl,16.5,27.3,156,1.7,0,0,0,0.3,3990,27,12.3,116.6
20280,"C.J. Stroud",HST,clay|cbs|nfl,16.5,34.7,228.7,1.3,0,0,0,1.3,4096.7,25.7,10.7,118.6
21150,"J.J. McCarthy",MIN,clay|cbs|nfl,16.5,37.7,264.7,2,0,0,0,1.3,4061.3,27.3,15,128.2
