player_id,player_name,team,pos,sources,G,Carries,RuYds,RuTD,Rec,ReYds,ReTD,FumLost,PYds,PTD,INT,NFC_ADP
19934,"Rashid Shaheed",NO,wr,clay|cbs|nfl,16,2,27,0,55,849.7,4.7,1,0,0,0,134.4
22060,"Luther Burden III",CHI,wr,clay|cbs|nfl,16.5,1.3,24.3,0.3,46,557.7,3.3,1,0,0,0,135.4
17983,"Brandon Aiyuk",SF,wr,clay|cbs|nfl,12,0,0,0,43,649.3,3.3,0.3,0,0,0,136.5
20300,"Dalton Kincaid",BUF,te,clay|cbs|nfl,16.5,0,0,0,56.7,616.3,4,0.3,0,0,0,136.7
20279,"Tank Bigsby",JAX,rb,clay|cbs|nfl,16.5,121.3,685,6,12.3,90,0,0.7,0,0,0,138.6
20329,"Tyjae Spears",TEN,rb,clay|cbs|nfl,15.5,82,480.3,3.7,35.7,269.7,1,0.7,0,0,0,138.9
22114,"Jayden Higgins",HST,wr,clay|cbs|nfl,16.5,0,2,0,53.7,727,4,0.3,0,0,0,139.2
15319,"Jonnu Smith",PIT,te,clay|cbs|nfl,16.5,1.7,7.3,0,53.3,562,4,0.7,0,0,0,139.5
19476,"Jake Ferguson",DAL,te,clay|cbs|nfl,16.5,0,0,0,66,623,3.7,1,0,0,0,143.2
18785,"Rashod Bateman",BLT,wr,clay|cbs|nfl,16.5,0,0,0,44.7,694.3,6,0,0,0,0,145.2
20298,"Michael Penix Jr.",ATL,qb,clay|cbs|nfl,16.5,33,198.7,2.3,0,0,0,0.7,3853.7,23.3,13.7,146
21135,"Trey Benson",ARZ,rb,clay|cbs|nfl,16.5,96,625,3.7,16.3,124.3,0.7,0.7,0,0,0,146.3
22075,"Colston Loveland",CHI,te,clay|cbs|nfl,16.5,0,0,0,56.7,597.7,4.3,0.7,0,0,0,147.6
21178,"Isaac Guerendo",SF,rb,clay|cbs|nfl,16.5,74,483,4,13.3,118.3,0.3,0.7,0,0,0,147.8
21151,"Ray Davis",BUF,rb,clay|cbs|nfl,16.5,84,524.3,4,11,94,1,0.7,0,0,0,148.6
18789,"Kyle Pitts",ATL,te,clay|cbs|nfl,16.5,0,0,0,49,629.7,4,0,0,0,0,149.4
19436,"Rachaad White",TB,rb,clay|cbs|nfl,16,77.3,469,3,31,236.3,2,1,0,0,0,149.9
19460,"Wan'Dale Robinson",NYG,wr,clay|cbs|nfl,16.5,0.7,12,0,72,650.3,3,0.3,0,0,0,153.8
20281,"Bryce Young",CAR,qb,clay|cbs|nfl,16.5,32.7,294.3,4,0,0,0,0.7,3648,23,12.7,156.8
22092,"Jaydon Blue",DAL,rb,clay|cbs|nfl,16.5,77.7,502,3.3,24.3,190.7,1,0.7,0,0,0,157
17975,"Tua Tagovailoa",MIA,qb,clay|cbs|nfl,16,22.3,98.3,0.7,0,0,0,1,4250.3,27,12,158.2
22099,"Dylan Sampson",CLV,rb,clay|cbs|nfl,16.5,65.3,408,2,18.7,146.3,0.7,0.7,0,0,0,158.6
22106,"Bhayshul Tuten",JAX,rb,clay|cbs|nfl,16.5,60.3,398.3,3,19,157.7,0.7,0.7,0,0,0,159.2
16151,"Dallas Goedert",PHI,te,clay|cbs,17,1.5,6,0,63.5,720.5,4.5,0,0,0,0,159.9
20290,"Cedric Tillman",CLV,wr,clay|cbs|nfl,16.5,0,2.3,0,56.7,708,4,0.7,0,0,0,162.1
11857,"Keenan Allen",LAC,wr,clay|cbs|nfl,16,0,2,0,58.7,683,5,0.3,0,0,0,162.6
21153,"Jalen McMillan",TB,wr,clay,9,1,8,0,10,125,1,0,0,0,0,164.9
7697,"Matthew Stafford",LAR,qb,clay|cbs|nfl,16,20,49.3,0.7,0,0,0,0.7,4068.7,26.3,10.3,165.4
20276,"Quentin Johnston",LAC,wr,clay|cbs|nfl,16.5,0.7,7.7,0,37.7,499,4.7,0.3,0,0,0,167
21160,"Jaylen Wright",MIA,rb,clay|cbs|nfl,16.5,86.3,537.7,3.3,14.3,101.3,0.7,1.3,0,0,0,167.6
21132,"Braelon Allen",NYJ,rb,clay|cbs|nfl,16.5,81.3,435.3,3,17.3,131,0.7,0.3,0,0,0,168
19441,"Tyler Allgeier",ATL,rb,clay|cbs|nfl,16.5,81,569.7,3.7,13.3,97.7,0.3,0.7,0,0,0,168.1
18036,"Rico Dowdle",CAR,rb,clay|cbs|nfl,16.5,54.7,387.7,2.3,24.3,165,1.3,0.7,0,0,0,169.1
15896,"Austin Ekeler",WAS,rb,clay|cbs|nfl,16,54.3,401.3,4,45,369,1.7,0.7,0,0,0,169.3
12426,"Adam Thielen",CAR,wr,clay|cbs|nfl,16,0,1.7,0,63.7,672.3,4.7,0.3,0,0,0,172
21137,"Xavier Legette",CAR,wr,clay|cbs|nfl,16.5,2.7,22.3,0,52,590.3,4,0.3,0,0,0,173.3
19464,"Isaiah Likely",BLT,te,clay|cbs|nfl,15.5,0,0,0,39.3,484,5,0.7,0,0,0,173.4
19443,"Jerome Ford",CLV,rb,clay|cbs|nfl,16.5,62.7,418.7,2.3,30.7,207.3,1,0.7,0,0,0,173.7
20310,"Cam Ward",TEN,qb,nfl,16,0,392,3,0,0,0,0,3380,20,14,174.7
20341,"DeMario Douglas",NE,wr,clay|nfl,16.5,1,20,0,57,626.5,3,0,0,0,0,175.5
16077,"Sam Darnold",SEA,qb,clay|cbs|nfl,16,38.7,192,2,0,0,0,1.3,3783.7,21.3,14.7,176.6
11818,"Geno Smith",LV,qb,clay|cbs|nfl,16.5,37.7,250,2,0,0,0,0.3,4012,22.3,12.3,179.7
14968,"Hunter Henry",NE,te,clay|cbs|nfl,16.5,0,0,0,56.7,603.3,4.3,0.3,0,0,0,180
22128,"Kyle Williams",NE,wr,cbs|nfl,16,0,7,0,40.5,525,3,0.5,0,0,0,180.4
11816,"Zach Ertz",WAS,te,clay|cbs|nfl,16.5,0,0,0,58.3,548.7,5.3,0,0,0,0,180.8
16067,"Nick Chubb",HST,rb,clay|cbs|nfl,14.5,101,565,5,11.3,84.7,0.3,0.3,0,0,0,182
19455,"Romeo Doubs",GB,wr,clay|cbs|nfl,16.5,0,0,0,47.3,606.7,4.3,0.3,0,0,0,183
20278,"Blake Corum",LAR,rb,clay|cbs|nfl,16.5,54,290.3,2,7,50,0,0.3,0,0,0,191.3
20294,"Anthony Richardson",IND,qb,clay|cbs|nfl,5.5,12,182,1.7,0,0,0,0,803.7,4.3,3.7,191.7
18792,"Pat Freiermuth",PIT,te,clay|cbs|nfl,16.5,0,0,0,52.3,495.7,3.7,0.7,0,0,0,191.9
20334,"Roschon Johnson",CHI,rb,clay|cbs|nfl,16.5,57.3,302.7,5,18.3,121.7,0.3,0,0,0,0,193.1
20425,"Brenton Strange",JAX,te,clay|cbs|nfl,16.5,0,0,0,56.3,563,3.3,0.3,0,0,0,193.3
5712,"Aaron Rodgers",PIT,qb,clay|cbs|nfl,16.5,20,104.3,0.7,0,0,0,1,3766.7,22.7,10.3,199
22112,"Jack Bech",LV,wr,clay|cbs|nfl,16.5,0,1.7,0,43.3,539.3,2.7,0.7,0,0,0,201.2
17020,"Justice Hill",BLT,rb,clay|cbs|nfl,16.5,27,183,1,33.7,275.7,2,0.3,0,0,0,202.1
16149,"Mike Gesicki",CIN,te,clay|cbs|nfl,16.5,0,0,0,49.3,494.3,3.7,0.3,0,0,0,202.4
19632,"Cade Otton",TB,te,clay|cbs|nfl,16.5,0,0,0,50.7,532.7,4,0.3,0,0,0,205.8
19633,"Chig Okonkwo",TEN,te,nfl,16,0,6,0,59,605,4,1,0,0,0,207.4
10951,"Russell Wilson",NYG,qb,clay|cbs|nfl,9.5,28.3,178.7,2,0,0,0,1.3,2578.3,14,7.3,207.6
21141,"Will Shipley",PHI,rb,clay|cbs|nfl,16.5,32.7,246.7,1.7,10,73.3,0.3,0,0,0,0,208.9
15281,"Kareem Hunt",KC,rb,clay|cbs|nfl,14.5,53.7,305.7,3.3,18,121.3,0.7,0,0,0,0,209.1
21144,"MarShawn Lloyd",GB,rb,clay|cbs|nfl,14.5,66.7,344,2.7,12.7,103.7,0.7,0.7,0,0,0,213
19463,"Alec Pierce",IND,wr,clay|cbs|nfl,16.5,0,0,0,30,548.3,3.7,0,0,0,0,213.8
22124,"Jarquez Hunter",LAR,rb,clay|cbs|nfl,14.5,38,244.7,2,8.3,68.7,0.3,0.7,0,0,0,217
11806,"DeAndre Hopkins",BLT,wr,clay|cbs|nfl,16,0,0,0,31.3,419,4,0,0,0,0,218
22130,"Jacory Croskey-Merritt",WAS,rb,clay|cbs|nfl,16.5,73.3,490.3,4.3,16,133.3,1,0.7,0,0,0,218.1
22120,"Mason Taylor",NYJ,te,clay|cbs|nfl,16.5,0,0,0,52.7,530.3,3,0.7,0,0,0,219.3
22115,"Pat Bryant",DEN,wr,clay|nfl,14.5,0,0,0,25.5,309,2,0,0,0,0,219.7
17008,"Daniel Jones",IND,qb,clay|cbs|nfl,11.5,70.7,432.7,4,0,0,0,1,2793,17.3,10.3,221
22117,"Brashard Smith",KC,rb,clay|nfl,13.5,5,97,0.5,11,80.5,0.5,0,0,0,0,221.2
22096,"DJ Giddens",IND,rb,clay|cbs|nfl,16.5,16.3,186.7,1.3,7.7,58.3,0,0,0,0,0,225
22116,"Jaylin Noel",HST,wr,clay|nfl,16.5,0,13,0,25.5,304.5,2,0,0,0,0,226.9
20340,"Michael Wilson",ARZ,wr,clay|cbs|nfl,16.5,0,1.7,0,46.7,552,4.3,0.3,0,0,0,229.3
22104,"Devin Neal",NO,rb,clay|cbs|nfl,16.5,22.7,204.7,1.3,7,54,0.3,0,0,0,0,230.2
20337,"Andrei Iosivas",CIN,wr,clay|cbs|nfl,16.5,0,0,0,30,366.3,3.7,0,0,0,0,232.8
16255,"Dalton Schultz",HST,te,clay|cbs|nfl,16.5,0,0,0,49.7,516.7,3.3,0.3,0,0,0,233
22109,"Woody Marks",HST,rb,clay|nfl,14.5,24.5,199,1,19.5,143,1,0,0,0,0,233.2
17039,"Miles Sanders",DAL,rb,clay|cbs|nfl,16,66.7,412.7,2.7,14.7,95.7,0.7,0.3,0,0,0,235.6
20344,"Keaton Mitchell",BLT,rb,clay|cbs|nfl,16,43,299,1.3,7,75,0.3,0,0,0,0,236.8
22087,"Jaxson Dart",NYG,qb,clay|cbs|nfl,6.5,14,92,1,0,0,0,0,1018.3,5,4.3,237.8
18010,"Cole Kmet",CHI,te,clay|cbs|nfl,16.5,0,0,0,27,258.7,2.3,0.3,0,0,0,237.9
22300,"Tahj Brooks",CIN,rb,clay|cbs|nfl,16.5,26,221.3,2,8.3,70.7,0.3,0.7,0,0,0,238
18582,"Juwan Johnson",NO,te,clay|cbs|nfl,16.5,0,0,0,49.7,514.3,3,0,0,0,0,238.5
19128,"Noah Gray",KC,te,clay|cbs|nfl,16.5,0,0,0,30.7,301,2.7,0,0,0,0,238.7
22071,"Ollie Gordon II",MIA,rb,clay|cbs|nfl,14.5,43.7,272,2.3,7.7,62,0.3,0.7,0,0,0,239.3
22126,"Dont'e Thornton Jr.",LV,wr,clay|nfl,14.5,0,3,0,29,393.5,2.5,0,0,0,0,240
22220,"Tyler Shough",NO,qb,clay|cbs|nfl,10.5,29.7,198.3,1.7,0,0,0,1,2366.3,12.7,9.7,240.3
21769,"Carson Steele",KC,rb,clay|cbs|nfl,12.5,24,81,0.3,4.7,23.7,0,0.7,0,0,0,241
22488,"Raheim Sanders",LAC,rb,nfl,8,0,21,0,2,15,0,0,0,0,0,241
20780,"Jake Bobo",SEA,wr,clay|nfl,16.5,0,0,0,5,59.5,0.5,0,0,0,0,241
21167,"Rasheen Ali",BLT,rb,clay|nfl,14.5,2.5,81,0.5,2.5,17.5,0,0,0,0,0,241.1
17053,"Mecole Hardman",GB,wr,nfl,8,0,6,0,2,22,0,1,0,0,0,241.1
16397,"Trent Sherfield",DEN,wr,clay|nfl,12.5,0,0,0,2,21,0,0,0,0,0,241.1
20659,"Mitchell Tinsley",CIN,wr,clay,17,0,0,0,2,23,0,0,0,0,0,241.1
20938,"Julian Hill",MIA,te,clay|cbs,17,0,0,0,15.5,137.5,1,0.5,0,0,0,241.1
14696,"Brandon Allen",TEN,qb,cbs,0,4,11,0,0,0,0,0,140,1,1,241.2
18799,"Trey Lance",LAC,qb,cbs|nfl,1,2,24,0,0,0,0,0,163.5,0.5,0.5,241.2
11911,"Kyle Juszczyk",SF,rb,clay|cbs|nfl,16.5,3.3,22,0.3,15,143.7,1,0.3,0,0,0,241.2
19471,"Ty Chandler",MIN,rb,clay|nfl,16.5,3,77,0.5,5,36.5,0,0,0,0,0,241.2
21175,"Dylan Laube",LV,rb,clay|nfl,12.5,0,10,0,1.5,11,0,0,0,0,0,241.2
15434,"David Moore",CAR,wr,clay|nfl,12.5,0,0,0,3,35.5,0,0,0,0,0,241.2
15389,"Jamal Agnew",ATL,wr,clay,17,0,0,0,4,44,0,0,0,0,0,241.2
20480,"Derius Davis",LAC,wr,clay|nfl,16.5,5,35.5,0,3,31,0,0.5,0,0,0,241.2
16108,"Michael Gallup",WAS,wr,clay,17,0,0,0,3,38,0,0,0,0,0,241.2
14087,"DeAndre Carter",CLV,wr,clay|nfl,12.5,0,3,0,3,30,0,0.5,0,0,0,241.2
22091,"Elic Ayomanor",TEN,wr,clay|nfl,14.5,0,7.5,0,28.5,336.5,2,0,0,0,0,241.2
20614,"Josh Whyle",TEN,te,clay|cbs,17,0,0,0,18,163,1,0,0,0,0,241.2
19625,"Daniel Bellinger",NYG,te,clay,17,0,0,0,8,67,0,0,0,0,0,241.2
22127,"Luke Lachey",HST,te,cbs,0,0,0,0,11,112,1,0,0,0,0,241.2
20346,"Elijah Higgins",ARZ,te,clay|cbs,17,0,0,0,13.5,123.5,1.5,0,0,0,0,241.2
21011,"Nate Adkins",DEN,te,cbs,0,0,0,0,12,91,2,0,0,0,0,241.2
20322,"Jake Haener",NO,qb,cbs,0,5,23,0,0,0,0,0,137,1,1,241.3
18271,"Charlie Woerner",ATL,te,clay,17,0,0,0,9,88,1,0,0,0,0,241.3
19482,"Charlie Kolar",BLT,te,clay|cbs,17,0,0,0,6.5,86,0.5,0,0,0,0,241.3
19101,"Brock Wright",DET,te,clay|cbs,17,0,0,0,15,135,2,0,0,0,0,241.3
15231,"Deshaun Watson",CLV,qb,nfl,1,0,24,0,0,0,0,0,198,1,1,241.4
17012,"Drew Lock",SEA,qb,cbs,0,4,16,0,0,0,0,0,159,1,1,241.4
18828,"Michael Carter",ARZ,rb,nfl,16,0,42,0,3,22,0,0,0,0,0,241.4
17967,"Clyde Edwards-Helaire",NO,rb,clay|nfl,12.5,27,129,0.5,4.5,35,0,0,0,0,0,241.4
20305,"Xavier Hutchinson",HST,wr,clay,17,0,0,0,2,21,0,0,0,0,0,241.4
14572,"Kalif Raymond",DET,wr,clay|nfl,16.5,0,6,0,11.5,136.5,1,0.5,0,0,0,241.4
21145,"Johnny Wilson",PHI,wr,clay|nfl,14.5,0,0,0,5,67,0.5,0,0,0,0,241.4
22291,"Jimmy Horn Jr.",CAR,wr,clay,17,0,0,0,0,0,0,0,0,0,0,241.4
17049,"Lil'Jordan Humphrey",NYG,wr,nfl,8,0,0,0,4,44,0,0,0,0,0,241.4
15751,"Robert Tonyan",KC,te,cbs,0,0,0,0,12,109,1,0,0,0,0,241.4
18801,"Hunter Long",JAX,te,cbs,0,0,0,0,24,213,1,0,0,0,0,241.4
20829,"Zavier Scott",MIN,rb,cbs,0,32,153,1,3,29,0,0,0,0,0,241.5
16281,"Justin Watson",HST,wr,clay|nfl,14.5,0,0,0,3.5,46,0,0,0,0,0,241.5
19484,"Jelani Woods",IND,te,cbs,0,0,0,0,16,274,2,0,0,0,0,241.5
11651,"Case Keenum",CHI,qb,cbs,0,2,4,0,0,0,0,0,147,1,0,241.6
15858,"Dare Ogunbowale",HST,rb,clay|nfl,14.5,5.5,38.5,0,5.5,41.5,0,0,0,0,0,241.6
19124,"Luke Farrell",SF,te,clay,17,0,0,0,4,39,0,0,0,0,0,241.6
21155,"Jamari Thrash",CLV,wr,clay,17,0,0,0,28,332,1,0,0,0,0,241.7
21570,"Jalen Coker",CAR,wr,clay|cbs|nfl,16.5,0,2.7,0,33.7,448.7,2.3,0,0,0,0,241.9
18018,"Colby Parkinson",LAR,te,clay|cbs,17,0,0,0,11,110,1,0,0,0,0,241.9
19578,"Jeremy Ruckert",NYJ,te,clay|cbs,17,0,0,0,16,133,0.5,0,0,0,0,241.9
20301,"Darnell Washington",PIT,te,clay|cbs,17,0,0,0,14.5,144.5,0.5,0,0,0,0,241.9
15671,"Kendrick Bourne",NE,wr,clay|nfl,12.5,1,10.5,0,4,39,0,0,0,0,0,242.1
18015,"Van Jefferson",TEN,wr,clay|nfl,16.5,0,0,0,16.5,208.5,1.5,0,0,0,0,242.2
22118,"Kalel Mullings",TEN,rb,clay|nfl,14.5,5,96.5,0.5,3,22,0,0,0,0,0,242.3
20954,"Chris Brooks",GB,rb,clay|nfl,12.5,13.5,120,1,4,28,0,0,0,0,0,242.3
20289,"Hendon Hooker",DET,qb,cbs,0,5,11,0,0,0,0,0,181,1,0,242.4
22376,"Will Howard",PIT,qb,cbs,0,2,8,0,0,0,0,0,114,1,0,242.5
20332,"Jonathan Mingo",DAL,wr,clay,13,0,0,0,5,64,0,0,0,0,0,242.5
20814,"Tyson Bagent",CHI,qb,cbs,0,5,21,0,0,0,0,0,147,1,0,242.7
21142,"Malachi Corley",NYJ,wr,clay|nfl,16.5,2.5,20.5,0,11.5,122,1,0,0,0,0,242.7
20323,"Tank Dell",HST,wr,nfl,6,0,0,0,2,24,0,0,0,0,0,242.8
19491,"Devontez Walker",BLT,wr,clay|nfl,14.5,0,2.5,0,4,62,0.5,0,0,0,0,242.8
18810,"Kyle Trask",TB,qb,cbs,0,5,5,0,0,0,0,0,84,1,0,243.1
22267,"Jordan Watkins",SF,wr,clay|nfl,12.5,2,16,0,2.5,32.5,0,0,0,0,0,243.1
17870,"Craig Reynolds",DET,rb,clay|nfl,16.5,2.5,31,0,2,15.5,0,0,0,0,0,243.3
20481,"Aidan O'Connell",LV,qb,cbs,0,4,14,0,0,0,0,0,164,1,0,243.5
20304,"Kendre Miller",NO,rb,clay|cbs|nfl,15.5,71,386,3.7,10.3,77.3,0,0.3,0,0,0,243.5
11817,"Robert Woods",PIT,wr,clay|nfl,16.5,0,0,0,14,147,1,0,0,0,0,243.5
18786,"Dyami Brown",JAX,wr,clay|cbs|nfl,16.5,0,3.7,0,39.7,513,3,0.3,0,0,0,243.5
20719,"Emari Demercado",ARZ,rb,clay|cbs|nfl,16.5,15.3,127.3,0.3,9.3,62.7,0,0,0,0,0,243.6
15256,"Zay Jones",ARZ,wr,clay|nfl,12.5,0,3,0,11.5,128.5,1,0,0,0,0,243.6
17548,"Foster Moreau",NO,te,clay|cbs,17,0,0,0,29,345.5,3,0,0,0,0,243.6
15542,"Nick Mullens",JAX,qb,cbs,0,4,17,0,0,0,0,0,157,1,1,243.7
22108,"Tez Johnson",TB,wr,clay|nfl,12.5,0,0,0,4,49.5,0,0,0,0,0,243.7
21152,"Cade Stover",HST,te,clay|nfl,16.5,0,0,0,20,197,1.5,0,0,0,0,243.7
22070,"Quinn Ewers",MIA,qb,cbs,0,2,9,0,0,0,0,0,126,1,0,243.8
18807,"Tommy Tremble",CAR,te,clay|cbs,17,0,0,0,23.5,228,2.5,0.5,0,0,0,243.8
20308,"Chris Rodriguez Jr.",WAS,rb,cbs|nfl,12,17.5,200.5,2,3,23,0,0,0,0,0,244.1
22269,"Chimere Dike",TEN,wr,clay|nfl,14.5,1,9,0,19,246,1.5,0,0,0,0,244.4
21143,"Ja'Tavion Sanders",CAR,te,clay|cbs|nfl,16.5,0,0,0,44.3,449.3,2.3,0,0,0,0,244.4
17025,"Gardner Minshew",KC,qb,clay|cbs,17,2,9,0,0,0,0,0.5,107,0.5,0,244.6
15441,"Jeremy McNichols",WAS,rb,clay|cbs|nfl,12.5,13,73.7,0.7,2.7,15.3,0,0,0,0,0,244.7
19472,"Tyler Goodson",IND,rb,clay|cbs|nfl,16.5,20,109.7,0.7,4.7,31.3,0.3,0,0,0,0,244.7
9994,"Andy Dalton",CAR,qb,cbs,0,4,17,0,0,0,0,0,140,1,1,244.8
18806,"Zach Wilson",MIA,qb,cbs,0,5,25,0,0,0,0,0,168,1,0,244.8
15555,"Johnny Mundt",JAX,te,clay|cbs,17,0,0,0,14,120,1,0,0,0,0,244.9
15305,"JuJu Smith-Schuster",KC,wr,clay|nfl,12.5,0,0,0,12.5,133.5,1,0,0,0,0,245.1
18832,"Zamir White",LV,rb,nfl,8,0,107,1,3,21,0,0,0,0,0,245.5
21156,"Jacob Cowing",SF,wr,clay,17,0,0,0,2,30,0,0,0,0,0,245.5
17055,"Hunter Renfrow",CAR,wr,clay|nfl,12.5,0,0,0,5,47,0,0,0,0,0,245.6
20277,"Jalin Hyatt",NYG,wr,clay|nfl,12.5,0,0,0,7.5,103,0.5,0,0,0,0,245.7
19454,"John Metchie III",PHI,wr,clay|nfl,14.5,0,0,0,2.5,27.5,0,0,0,0,0,245.7
17022,"Jarrett Stidham",DEN,qb,cbs,0,4,19,0,0,0,0,0,144,1,0,245.9
15357,"Joshua Dobbs",NE,qb,cbs|nfl,1,2,23.5,0,0,0,0,0,172,1,1,246
13794,"Raheem Mostert",LV,rb,clay|cbs|nfl,16,58.7,297,2.7,16.3,118.7,0.3,0.7,0,0,0,246.1
17082,"Josh Oliver",MIN,te,clay|cbs|nfl,16.5,0,0,0,21.7,232.3,2,0,0,0,0,246.1
13738,"Darren Waller",MIA,te,clay|cbs|nfl,16,0,0,0,52.3,592.7,3.3,0,0,0,0,246.1
22182,"Dillon Gabriel",CLV,qb,clay|cbs|nfl,3.5,7,36,0.3,0,0,0,0,578.3,3,2.3,246.4
20297,"Tanner McKee",PHI,qb,cbs,0,6,9,0,0,0,0,0,130,1,0,246.5
18922,"Davis Mills",HST,qb,cbs,0,4,18,0,0,0,0,0,146,1,0,246.6
19731,"Grant Calcaterra",PHI,te,clay|cbs,17,0,0,0,13,154.5,1,0,0,0,0,246.6
10144,"Tyrod Taylor",NYJ,qb,cbs|nfl,2,2,22,0,0,0,0,0,280.5,1.5,0.5,246.8
22081,"Arian Smith",NYJ,wr,clay|nfl,14.5,0,3.5,0,11,134.5,0.5,0,0,0,0,247.2
17170,"Olamide Zaccheaus",CHI,wr,clay|nfl,16.5,1,9,0,11,111,1,0,0,0,0,247.6
17512,"Darius Slayton",NYG,wr,clay|cbs|nfl,16.5,0.7,4.3,0,36.7,558.3,2.7,0,0,0,0,247.9
14802,"Jacoby Brissett",ARZ,qb,cbs,0,5,25,0,0,0,0,0,156,1,0,248.1
21181,"Theo Johnson",NYG,te,clay|cbs|nfl,16.5,0,0,0,46.3,510.3,3,0,0,0,0,248.3
20314,"Dontayvion Wicks",GB,wr,clay|cbs|nfl,16.5,0,1.7,0,24,303.3,2.7,0,0,0,0,248.5
22123,"Gunnar Helm",TEN,te,clay|cbs|nfl,16.5,0,0,0,20,200.7,1,0.3,0,0,0,248.9
22121,"Elijah Arroyo",SEA,te,clay|cbs|nfl,12.5,0,0,0,38.3,408.7,2.3,0.3,0,0,0,249.3
22336,"KeAndre Lambert-Smith",LAC,wr,clay|nfl,16.5,0,3,0,6,77.5,0.5,0,0,0,0,249.7
22272,"Jaylin Lane",WAS,wr,clay,17,2,13,0,10,120,1,0,0,0,0,249.7
22119,"Kyle Monangai",CHI,rb,clay|cbs|nfl,14.5,28,236.7,2,5,36.3,0,0,0,0,0,250.1
22214,"Tai Felton",MIN,wr,clay|nfl,14.5,0,5.5,0,17.5,214,1.5,0,0,0,0,250.1
20151,"Sincere McCormick",LV,rb,clay,17,24,101,1,5,31,0,0,0,0,0,250.2
22090,"LeQuint Allen",JAX,rb,clay|nfl,12.5,2,51,0.5,3,22,0,0,0,0,0,250.6
7090,"Joe Flacco",CLV,qb,clay|cbs|nfl,8.5,13,49,0.7,0,0,0,1.7,2418.7,12.7,11.3,251.2
19480,"Calvin Austin III",PIT,wr,clay|cbs|nfl,16.5,0,4.7,0,39,526,3.3,0.3,0,0,0,251.7
14743,"Tyler Higbee",LAR,te,clay|cbs|nfl,16,0,0,0,46.3,434.3,4.3,0,0,0,0,251.9
15479,"Cooper Rush",BLT,qb,cbs,0,6,32,0,0,0,0,1,168,1,0,252.4
13530,"Marcus Mariota",WAS,qb,cbs|nfl,1,2.5,24.5,0,0,0,0,0,183.5,1,0.5,253.3
17450,"Jake Browning",CIN,qb,clay|cbs|nfl,9,1,11,0,0,0,0,0,150,1,0.3,254.3
