player_id,player_name,team,sources,G,Carries,RuYds,RuTD,Rec,ReYds,ReTD,FumLost,PYds,PTD,INT,NFC_ADP
20291,"Parker Washington",JAX,clay|nfl,16.5,0,8.5,0,24.5,261.5,1.5,0,0,0,0,254.6
22061,"Isaiah Bond",CLV,clay,17,0,0,0,4,40,0,0,0,0,0,254.6
19453,"Jalen Tolbert",DAL,clay|cbs|nfl,16.5,0,0,0,34.3,407.3,4,0,0,0,0,255.5
17057,"Greg Dortch",ARZ,clay|cbs|nfl,16.5,1.3,21.7,0,32.3,321,2.3,0.3,0,0,0,256.2
13596,"Tyler Lockett",TEN,clay|cbs|nfl,16.5,0,0,0,42,481,3,0,0,0,0,256.2
15257,"Curtis Samuel",BUF,clay|cbs|nfl,16.5,1.7,15.7,0,26.3,262.3,2.3,0,0,0,0,256.9
21171,"Tory Horton",SEA,clay|cbs|nfl,14.5,0,5.7,0,33.3,425,2,0.7,0,0,0,257
20357,"Tre Tucker",LV,clay|cbs|nfl,16.5,2.7,24.7,0,28.3,361,2.3,0,0,0,0,257.7
22107,"Jalen Royals",KC,clay|nfl,16.5,0,2.5,0,13,156,1,0,0,0,0,257.9
15355,"Mack Hollins",NE,clay|nfl,16.5,0,2.5,0,9,115.5,1,0,0,0,0,258.7
22073,"Savion Williams",GB,clay|nfl,14.5,2,16.5,0,9,105,1,0,0,0,0,258.9
21129,"Adonai Mitchell",IND,clay|cbs|nfl,16.5,1.7,10.7,0,29,395,2.3,0.3,0,0,0,261.1
20309,"Jermaine Burton",CIN,clay|nfl,16.5,0,3,0,21.5,290,2.5,0,0,0,0,261.7
19452,"Jahan Dotson",PHI,clay|nfl,16.5,0,2.5,0,12,136.5,1,0,0,0,0,262.2
16102,"Allen Lazard",NYJ,clay|cbs|nfl,16.5,0,0,0,24.7,325,2.3,0,0,0,0,262.3
21168,"Luke McCaffrey",WAS,clay|nfl,14.5,0,1.5,0,14,144.5,1,0,0,0,0,263.1
20247,"KaVontae Turpin",DAL,nfl,16,0,77,1,27,315,2,1,0,0,0,263.3
19715,"Jalen Nailor",MIN,clay|cbs|nfl,16.5,0.7,6.3,0,28,376.7,3.7,0.3,0,0,0,263.9
18802,"Tutu Atwell",LAR,clay|cbs|nfl,16.5,1.3,14.3,0,39,505,2,0,0,0,0,263.9
21148,"Roman Wilson",PIT,clay|nfl,16.5,0,0,0,24.5,318,2,0,0,0,0,264.4
15384,"Noah Brown",WAS,clay|cbs|nfl,16.5,0,0,0,31.7,406.3,2,0,0,0,0,266.1
17078,"Diontae Johnson",CLV,clay|nfl,14.5,0,3.5,0,29,320.5,2,0.5,0,0,0,267
16292,"Ray-Ray McCloud",ATL,clay|cbs|nfl,16.5,3,36.3,0,42,446,2.3,1,0,0,0,267.2
22134,"Isaac TeSlaa",DET,clay|nfl,14.5,0,0,0,10.5,155,1,0,0,0,0,268.1
22103,"Xavier Restrepo",TEN,nfl,12,0,2,0,10,105,1,0,0,0,0,269.3
19445,"Christian Watson",GB,clay|cbs|nfl,10,1,5.3,0,20,366.7,2.3,0.3,0,0,0,269.4
15346,"Josh Reynolds",NYJ,clay|cbs,17,0,0,0,34,463.5,3.5,0,0,0,0,270.3
21127,"Troy Franklin",DEN,clay|nfl,16.5,1,8.5,0,23,318.5,2.5,0,0,0,0,270.7
15467,"Tim Patrick",DET,clay|nfl,15.5,0,0,0,19.5,235.5,2,0,0,0,0,271.4
21389,"Jordan Whittington",LAR,clay|nfl,16.5,1,21,0,31,350,2.5,0,0,0,0,271.8
20326,"Kayshon Boutte",NE,clay|cbs|nfl,16.5,0,0,0,27.3,368.3,2.3,0,0,0,0,274.1
21154,"Malik Washington",MIA,clay|nfl,16.5,2,20.5,0,25,264.5,1.5,0.5,0,0,0,274.6
18719,"Nick Westbrook-Ikhine",MIA,clay|cbs|nfl,16.5,0,1.7,0,33.3,459.7,4,0,0,0,0,275.6
14714,"Demarcus Robinson",SF,clay|cbs|nfl,16.5,0,0,0,19.7,311.3,2.3,0,0,0,0,275.7
16312,"Marquez Valdes-Scantling",SEA,clay|cbs|nfl,16.5,0,1.3,0,20,340.3,2,0,0,0,0,276.5
18795,"Elijah Moore",BUF,clay|nfl,14.5,0,2,0,11,121.5,1,0,0,0,0,277
12697,"Brandin Cooks",NO,clay|cbs|nfl,16,0,2,0,42.7,498.3,3.3,0,0,0,0,277.6
